purchase_id,student_id,date_purchased
17953,267898,2022-03-25
17954,268553,2022-03-25
17955,268558,2022-03-25
17956,268104,2022-03-25
17958,257151,2022-03-25
17959,261990,2022-03-25
17960,268572,2022-03-25
17961,268129,2022-03-25
17962,268574,2022-03-25
17964,268584,2022-03-25
17965,267195,2022-03-25
17967,261724,2022-03-25
17969,264291,2022-03-26
17972,268600,2022-03-26
17976,258163,2022-03-26
17979,261491,2022-03-26
17982,268321,2022-03-26
17986,268147,2022-03-26
17987,265101,2022-03-26
17988,268409,2022-03-26
17989,267813,2022-03-26
17991,265130,2022-03-26
17994,268641,2022-03-26
17995,268643,2022-03-26
17997,265196,2022-03-27
17999,259504,2022-03-27
18000,268545,2022-03-27
18002,268714,2022-03-27
18003,268715,2022-03-27
18004,268716,2022-03-27
18005,265250,2022-03-27
18006,265110,2022-03-27
18007,259533,2022-03-27
18008,268742,2022-03-28
18009,268736,2022-03-28
18010,258930,2022-03-28
18011,257003,2022-03-28
18015,258337,2022-03-28
18027,258338,2022-03-28
18031,261466,2022-03-28
18037,268779,2022-03-28
18038,268764,2022-03-28
18039,264856,2022-03-28
18040,268786,2022-03-28
18042,261582,2022-03-28
18043,268647,2022-03-28
18044,268796,2022-03-28
18050,265182,2022-03-28
18052,268827,2022-03-28
18053,268830,2022-03-28
18054,258256,2022-03-28
18055,258373,2022-03-29
18056,268768,2022-03-29
18058,268866,2022-03-29
18059,257898,2022-03-29
18060,268718,2022-03-29
18061,268876,2022-03-29
18062,260356,2022-03-29
18063,268643,2022-03-29
18064,268877,2022-03-29
18065,268485,2022-03-29
18066,268701,2022-03-29
18067,268800,2022-03-29
18068,267812,2022-03-29
18069,262044,2022-03-29
18071,255472,2022-03-29
18072,268897,2022-03-29
18073,268898,2022-03-29
18074,268903,2022-03-29
18075,256753,2022-03-29
18079,261200,2022-03-29
18080,265927,2022-03-29
18081,264368,2022-03-29
18082,268915,2022-03-29
18084,268923,2022-03-29
18085,268732,2022-03-30
18086,268892,2022-03-30
18087,268926,2022-03-30
18088,268792,2022-03-30
18089,268935,2022-03-30
18090,263453,2022-03-30
18091,268940,2022-03-30
18092,262112,2022-03-30
18097,268287,2022-03-30
18098,268962,2022-03-30
18100,263008,2022-03-30
18104,268990,2022-03-30
18105,260964,2022-03-30
18106,256834,2022-03-30
18107,268989,2022-03-30
18108,268817,2022-03-30
18109,262386,2022-03-30
18112,269000,2022-03-30
18113,267936,2022-03-30
18115,263086,2022-03-30
18116,262580,2022-03-30
18117,268922,2022-03-30
18118,269012,2022-03-30
18119,258782,2022-03-30
18120,269010,2022-03-30
18121,268978,2022-03-30
18122,269016,2022-03-30
18125,267959,2022-03-30
18126,269020,2022-03-30
18127,267089,2022-03-30
18128,269024,2022-03-30
18130,269027,2022-03-30
18133,269038,2022-03-30
18134,269040,2022-03-30
18136,269046,2022-03-30
18137,269047,2022-03-30
18138,268618,2022-03-30
18139,263112,2022-03-30
18142,268516,2022-03-30
18143,269050,2022-03-30
18144,256703,2022-03-30
18145,269030,2022-03-30
18148,269036,2022-03-31
18150,261104,2022-03-31
18152,269053,2022-03-31
18153,268908,2022-03-31
18156,269054,2022-03-31
18158,258956,2022-03-31
18161,269056,2022-03-31
18163,262578,2022-03-31
18165,263252,2022-03-31
18166,263579,2022-03-31
18167,266477,2022-03-31
18168,268985,2022-03-31
18169,269066,2022-03-31
18171,269070,2022-03-31
18174,268825,2022-03-31
18176,268929,2022-03-31
18179,269068,2022-03-31
18183,264131,2022-03-31
18184,268805,2022-03-31
18189,262148,2022-03-31
18190,268393,2022-03-31
18192,269120,2022-03-31
18193,265906,2022-03-31
18197,269174,2022-04-01
18199,269178,2022-04-01
18200,269188,2022-04-01
18201,269204,2022-04-01
18202,265317,2022-04-01
18203,262190,2022-04-01
18212,265519,2022-04-01
18213,268985,2022-04-01
18214,269314,2022-04-02
18222,259039,2022-04-02
18226,265165,2022-04-02
18227,269414,2022-04-02
18232,262421,2022-04-03
18237,268556,2022-04-03
18238,269460,2022-04-03
18239,269220,2022-04-03
18241,269485,2022-04-03
18242,269492,2022-04-03
18243,268390,2022-04-03
18244,266112,2022-04-04
18245,265176,2022-04-04
18246,269549,2022-04-04
18247,268811,2022-04-04
18250,259026,2022-04-04
18255,259258,2022-04-04
18257,262677,2022-04-04
18260,269013,2022-04-04
18261,269570,2022-04-04
18262,269540,2022-04-04
18264,269594,2022-04-04
18265,269633,2022-04-04
18266,265902,2022-04-04
18268,269670,2022-04-05
18270,269617,2022-04-05
18271,262792,2022-04-05
18273,255864,2022-04-05
18280,269728,2022-04-05
18281,269518,2022-04-05
18282,267885,2022-04-05
18284,269744,2022-04-05
18286,265966,2022-04-05
18288,264998,2022-04-05
18289,265878,2022-04-05
18291,269771,2022-04-06
18292,269796,2022-04-06
18293,266001,2022-04-06
18297,264253,2022-04-06
18299,262821,2022-04-06
18301,262596,2022-04-06
18307,269662,2022-04-06
18308,268529,2022-04-06
18309,269843,2022-04-06
18310,269862,2022-04-06
18311,269470,2022-04-06
18314,269646,2022-04-07
18315,269894,2022-04-07
18316,269896,2022-04-07
18317,269741,2022-04-07
18318,269908,2022-04-07
18319,269909,2022-04-07
18320,269924,2022-04-07
18321,269934,2022-04-07
18322,264732,2022-04-07
18328,269955,2022-04-07
18329,259884,2022-04-07
18330,269978,2022-04-07
18331,269981,2022-04-07
18332,265005,2022-04-07
18333,269653,2022-04-07
18334,270003,2022-04-07
18335,270000,2022-04-07
18336,264563,2022-04-07
18337,262992,2022-04-07
18338,269535,2022-04-07
18339,263693,2022-04-07
18340,270014,2022-04-08
18341,270022,2022-04-08
18346,259702,2022-04-08
18350,256193,2022-04-08
18355,270064,2022-04-08
18356,266386,2022-04-08
18357,264502,2022-04-08
18358,270098,2022-04-08
18359,270099,2022-04-08
18360,266402,2022-04-08
18362,270107,2022-04-08
18363,269289,2022-04-08
18365,266325,2022-04-08
18366,269976,2022-04-08
18367,266731,2022-04-08
18369,263104,2022-04-08
18370,270135,2022-04-08
18373,270169,2022-04-09
18374,269671,2022-04-09
18375,263076,2022-04-09
18376,270175,2022-04-09
18378,256393,2022-04-09
18388,270197,2022-04-09
18389,270209,2022-04-09
18392,270042,2022-04-09
18393,269457,2022-04-09
18394,266455,2022-04-09
18395,266366,2022-04-09
18396,270263,2022-04-10
18398,270265,2022-04-10
18400,270179,2022-04-10
18401,266548,2022-04-10
18403,255765,2022-04-10
18405,259860,2022-04-10
18406,259965,2022-04-10
18407,256527,2022-04-10
18408,270240,2022-04-10
18409,270304,2022-04-10
18410,263845,2022-04-10
18411,270318,2022-04-10
18412,270324,2022-04-10
18413,270325,2022-04-10
18414,270341,2022-04-10
18415,263210,2022-04-10
18416,269519,2022-04-10
18417,261883,2022-04-10
18418,270075,2022-04-10
18419,269501,2022-04-10
18420,266462,2022-04-10
18421,266615,2022-04-10
18422,270247,2022-04-10
18428,257630,2022-04-11
18431,266788,2022-04-11
18432,270417,2022-04-11
18433,264843,2022-04-11
18434,261828,2022-04-11
18435,270363,2022-04-11
18436,270455,2022-04-11
18437,270036,2022-04-11
18438,270103,2022-04-11
18439,269754,2022-04-11
18440,266894,2022-04-12
18441,270517,2022-04-12
18442,270518,2022-04-12
18443,270018,2022-04-12
18447,260180,2022-04-12
18449,260164,2022-04-12
18455,270596,2022-04-12
18457,265003,2022-04-12
18458,270602,2022-04-12
18459,270486,2022-04-12
18460,262260,2022-04-13
18461,270616,2022-04-13
18463,270529,2022-04-13
18464,270648,2022-04-13
18472,259996,2022-04-13
18479,270658,2022-04-13
18481,260173,2022-04-13
18483,270670,2022-04-13
18485,270619,2022-04-13
18486,270702,2022-04-13
18487,268859,2022-04-13
18488,270710,2022-04-13
18489,269864,2022-04-13
18490,270700,2022-04-13
18493,270738,2022-04-13
18494,266616,2022-04-13
18495,270740,2022-04-13
18496,269898,2022-04-14
18497,263481,2022-04-14
18498,270749,2022-04-14
18499,263483,2022-04-14
18500,270757,2022-04-14
18501,270062,2022-04-14
18503,260465,2022-04-14
18516,270784,2022-04-14
18517,270787,2022-04-14
18519,265848,2022-04-14
18520,267254,2022-04-14
18521,270811,2022-04-14
18522,269975,2022-04-14
18540,267358,2022-04-15
18541,270898,2022-04-15
18542,267413,2022-04-15
18543,270904,2022-04-15
18544,270906,2022-04-15
18545,270910,2022-04-15
18546,270367,2022-04-15
18548,263690,2022-04-15
18549,270931,2022-04-15
18554,263791,2022-04-16
18555,269130,2022-04-16
18556,270947,2022-04-16
18559,270957,2022-04-16
18563,260646,2022-04-16
18588,270244,2022-04-16
18589,267546,2022-04-16
18591,271015,2022-04-16
18593,271029,2022-04-17
18595,270474,2022-04-17
18596,271035,2022-04-17
18610,271006,2022-04-17
18612,271075,2022-04-17
18614,271077,2022-04-17
18615,271080,2022-04-17
18616,271087,2022-04-17
18617,271089,2022-04-17
18618,263913,2022-04-17
18619,270911,2022-04-17
18621,268242,2022-04-17
18622,266725,2022-04-17
18624,255912,2022-04-18
18625,270848,2022-04-18
18626,271140,2022-04-18
18627,267721,2022-04-18
18635,257384,2022-04-18
18639,257423,2022-04-18
18646,271167,2022-04-18
18647,271169,2022-04-18
18648,267843,2022-04-18
18649,270824,2022-04-18
18650,271211,2022-04-18
18651,271220,2022-04-18
18652,271219,2022-04-18
18653,271228,2022-04-19
18655,255827,2022-04-19
18656,267930,2022-04-19
18657,270393,2022-04-19
18659,267443,2022-04-19
18660,271296,2022-04-19
18675,262270,2022-04-19
18676,271310,2022-04-19
18677,264254,2022-04-19
18678,270606,2022-04-19
18680,271326,2022-04-20
18681,269984,2022-04-20
18682,271355,2022-04-20
18694,268863,2022-04-20
18696,271348,2022-04-20
18699,271388,2022-04-20
18700,271392,2022-04-20
18701,271394,2022-04-20
18702,270599,2022-04-20
18703,271154,2022-04-20
18704,270968,2022-04-20
18705,264259,2022-04-20
18706,271338,2022-04-20
18713,271426,2022-04-21
18714,271431,2022-04-21
18715,268045,2022-04-21
18726,256570,2022-04-21
18733,264417,2022-04-21
18734,258154,2022-04-21
18737,263934,2022-04-21
18740,270188,2022-04-21
18742,271525,2022-04-21
18743,264295,2022-04-21
18747,271543,2022-04-22
18749,271557,2022-04-22
18754,261212,2022-04-22
18774,271595,2022-04-22
18775,270744,2022-04-22
18776,270930,2022-04-22
18777,271670,2022-04-23
18778,264514,2022-04-23
18798,268412,2022-04-23
18799,271094,2022-04-23
18800,271720,2022-04-23
18802,267498,2022-04-24
18803,271755,2022-04-24
18804,271300,2022-04-24
18805,271763,2022-04-24
18827,271760,2022-04-24
18830,268481,2022-04-24
18834,264888,2022-04-25
18835,271851,2022-04-25
18837,271863,2022-04-25
18838,271197,2022-04-25
18839,271768,2022-04-25
18840,271787,2022-04-25
18850,271664,2022-04-25
18851,268129,2022-04-25
18852,267195,2022-04-25
18853,264291,2022-04-26
18857,271761,2022-04-26
18859,271083,2022-04-26
18860,258163,2022-04-26
18865,261491,2022-04-26
18870,266811,2022-04-26
18871,272001,2022-04-26
18872,272017,2022-04-26
18873,271991,2022-04-26
18874,265130,2022-04-26
18875,272027,2022-04-26
18876,272029,2022-04-26
18877,271951,2022-04-26
18878,272035,2022-04-26
18879,271950,2022-04-26
18880,271371,2022-04-26
18881,262487,2022-04-26
18882,271896,2022-04-26
18883,272063,2022-04-26
18884,272063,2022-04-26
18885,265092,2022-04-27
18888,272077,2022-04-27
18889,272083,2022-04-27
18892,272102,2022-04-27
18893,265196,2022-04-27
18903,272127,2022-04-27
18904,272147,2022-04-27
18906,265110,2022-04-27
18907,271488,2022-04-27
18908,271519,2022-04-27
18909,271243,2022-04-28
18910,272191,2022-04-28
18911,272198,2022-04-28
18912,272199,2022-04-28
18914,258338,2022-04-28
18915,261466,2022-04-28
18919,257003,2022-04-28
18939,258337,2022-04-28
18951,271792,2022-04-28
18952,270833,2022-04-28
18953,272235,2022-04-28
18956,272247,2022-04-28
18957,272255,2022-04-28
18958,268796,2022-04-28
18959,271617,2022-04-28
18961,271872,2022-04-28
18962,265182,2022-04-28
18963,271903,2022-04-28
18964,272291,2022-04-28
18965,264502,2022-04-28
18968,272320,2022-04-29
18974,271465,2022-04-29
18975,270671,2022-04-29
18977,272365,2022-04-29
18979,269872,2022-04-29
18980,265250,2022-04-29
18981,272395,2022-04-29
18983,258956,2022-04-30
18985,272425,2022-04-30
18988,270509,2022-04-30
18991,265906,2022-04-30
18992,272457,2022-04-30
18993,272463,2022-04-30
18994,272472,2022-04-30
18998,272490,2022-05-01
18999,269188,2022-05-01
19000,272504,2022-05-01
19001,272157,2022-05-01
19005,272506,2022-05-01
19014,272437,2022-05-01
19015,271800,2022-05-01
19016,265519,2022-05-01
19017,272543,2022-05-01
19018,272558,2022-05-01
19019,272569,2022-05-02
19021,261608,2022-05-02
19026,259039,2022-05-02
19027,271169,2022-05-02
19028,272640,2022-05-02
19031,272659,2022-05-03
19034,262421,2022-05-03
19038,269220,2022-05-03
19039,272696,2022-05-03
19040,270725,2022-05-03
19041,266395,2022-05-03
19043,272261,2022-05-03
19044,272717,2022-05-03
19045,272359,2022-05-03
19046,272128,2022-05-03
19047,265176,2022-05-04
19048,272759,2022-05-04
19053,259026,2022-05-04
19055,262677,2022-05-04
19061,259258,2022-05-04
19063,263307,2022-05-04
19064,272799,2022-05-04
19065,269570,2022-05-04
19067,272806,2022-05-04
19068,272452,2022-05-04
19069,272616,2022-05-04
19070,272838,2022-05-04
19071,272840,2022-05-04
19073,272859,2022-05-04
19076,272596,2022-05-05
19080,272882,2022-05-05
19085,255864,2022-05-05
19087,272890,2022-05-05
19088,272282,2022-05-05
19089,270009,2022-05-05
19090,272283,2022-05-05
19091,272902,2022-05-05
19092,272903,2022-05-05
19093,272905,2022-05-05
19094,272907,2022-05-05
19095,272910,2022-05-05
19096,272912,2022-05-05
19097,267885,2022-05-05
19098,265966,2022-05-05
19099,269744,2022-05-05
19101,272924,2022-05-05
19102,272926,2022-05-05
19103,265878,2022-05-05
19104,272951,2022-05-05
19105,272952,2022-05-05
19106,272909,2022-05-05
19107,269771,2022-05-06
19108,272961,2022-05-06
19109,266001,2022-05-06
19110,272979,2022-05-06
19111,272983,2022-05-06
19112,262643,2022-05-06
19122,262821,2022-05-06
19123,262596,2022-05-06
19125,272991,2022-05-06
19127,265578,2022-05-06
19128,273015,2022-05-06
19129,272913,2022-05-06
19130,273016,2022-05-06
19131,273017,2022-05-06
19132,263309,2022-05-06
19134,272965,2022-05-06
19136,269894,2022-05-07
19137,269646,2022-05-07
19138,273034,2022-05-07
19139,272979,2022-05-07
19140,269908,2022-05-07
19141,269909,2022-05-07
19142,264732,2022-05-07
19147,259884,2022-05-07
19148,269981,2022-05-07
19150,273112,2022-05-07
19151,273117,2022-05-07
19152,269653,2022-05-07
19153,273126,2022-05-07
19154,270000,2022-05-07
19155,271806,2022-05-07
19156,263693,2022-05-07
19157,273131,2022-05-08
19158,272865,2022-05-08
19159,273151,2022-05-08
19160,273164,2022-05-08
19161,256193,2022-05-08
19165,259702,2022-05-08
19170,273196,2022-05-08
19171,266402,2022-05-08
19174,273214,2022-05-08
19175,266325,2022-05-08
19176,272842,2022-05-08
19177,269976,2022-05-08
19178,263104,2022-05-08
19180,273235,2022-05-08
19182,269843,2022-05-09
19183,263076,2022-05-09
19184,270175,2022-05-09
19186,256393,2022-05-09
19196,272906,2022-05-09
19197,263187,2022-05-09
19198,270042,2022-05-09
19199,266455,2022-05-09
19200,266366,2022-05-09
19201,272755,2022-05-10
19203,273359,2022-05-10
19206,259965,2022-05-10
19207,261189,2022-05-10
19208,256527,2022-05-10
19209,259860,2022-05-10
19211,255765,2022-05-10
19215,273371,2022-05-10
19217,263210,2022-05-10
19218,269633,2022-05-10
19219,261883,2022-05-10
19220,266462,2022-05-10
19221,273499,2022-05-11
19223,272977,2022-05-11
19231,257630,2022-05-11
19232,266788,2022-05-11
19233,272059,2022-05-11
19234,273423,2022-05-11
19235,261828,2022-05-11
19237,260833,2022-05-11
19238,270036,2022-05-11
19239,270103,2022-05-11
19240,266894,2022-05-12
19242,273628,2022-05-12
19243,273060,2022-05-12
19244,270018,2022-05-12
19245,270517,2022-05-12
19246,273654,2022-05-12
19248,260180,2022-05-12
19249,265317,2022-05-12
19253,273684,2022-05-12
19254,273695,2022-05-12
19255,273671,2022-05-12
19256,272923,2022-05-12
19257,270363,2022-05-12
19258,273630,2022-05-12
19259,270460,2022-05-12
19262,269064,2022-05-12
19263,270616,2022-05-13
19264,262260,2022-05-13
19266,263483,2022-05-13
19267,273758,2022-05-13
19268,273763,2022-05-13
19269,270648,2022-05-13
19273,259996,2022-05-13
19277,273803,2022-05-13
19278,273839,2022-05-13
19279,272918,2022-05-13
19280,270710,2022-05-13
19282,270700,2022-05-13
19284,269535,2022-05-13
19285,266616,2022-05-13
19286,263481,2022-05-14
19287,273068,2022-05-14
19288,270749,2022-05-14
19300,260465,2022-05-14
19301,273936,2022-05-14
19302,270811,2022-05-14
19303,273978,2022-05-15
19304,273953,2022-05-15
19312,274000,2022-05-15
19314,273249,2022-05-15
19316,274039,2022-05-15
19317,270906,2022-05-15
19318,274057,2022-05-15
19319,263690,2022-05-15
19321,270619,2022-05-16
19324,269130,2022-05-16
19325,273523,2022-05-16
19331,260646,2022-05-16
19334,272175,2022-05-16
19335,274137,2022-05-16
19336,274137,2022-05-16
19337,267546,2022-05-16
19339,265848,2022-05-16
19342,274163,2022-05-16
19343,274162,2022-05-16
19344,274166,2022-05-16
19346,273846,2022-05-16
19347,273464,2022-05-16
19350,265241,2022-05-17
19361,274157,2022-05-17
19362,271089,2022-05-17
19363,263913,2022-05-17
19364,273841,2022-05-17
19366,266725,2022-05-17
19367,268242,2022-05-17
19368,274269,2022-05-17
19369,274273,2022-05-17
19372,273486,2022-05-18
19373,270848,2022-05-18
19375,267721,2022-05-18
19376,274209,2022-05-18
19377,257384,2022-05-18
19380,257423,2022-05-18
19382,267843,2022-05-18
19383,274335,2022-05-18
19384,274340,2022-05-18
19385,274342,2022-05-18
19386,274347,2022-05-18
19387,263888,2022-05-18
19388,274377,2022-05-18
19389,270824,2022-05-18
19390,274382,2022-05-18
19391,274276,2022-05-18
19392,273544,2022-05-19
19393,267930,2022-05-19
19394,274371,2022-05-19
19398,274438,2022-05-19
19400,264254,2022-05-19
19401,271326,2022-05-20
19402,274402,2022-05-20
19403,262714,2022-05-20
19404,268045,2022-05-20
19405,269984,2022-05-20
19406,274536,2022-05-20
19413,255827,2022-05-20
19414,274544,2022-05-20
19415,270902,2022-05-20
19416,274433,2022-05-20
19419,274521,2022-05-20
19420,274576,2022-05-20
19421,268883,2022-05-20
19422,269541,2022-05-20
19424,273329,2022-05-20
19425,274585,2022-05-20
19426,271508,2022-05-20
19427,272472,2022-05-20
19428,274597,2022-05-20
19429,274589,2022-05-20
19430,271338,2022-05-20
19431,274070,2022-05-20
19433,264295,2022-05-20
19442,256570,2022-05-21
19446,273994,2022-05-21
19447,274631,2022-05-21
19448,264417,2022-05-21
19449,258154,2022-05-21
19451,274572,2022-05-21
19452,274639,2022-05-21
19454,271326,2022-05-21
19455,272504,2022-05-21
19457,274652,2022-05-21
19458,268857,2022-05-21
19459,263934,2022-05-21
19461,274498,2022-05-21
19462,261788,2022-05-21
19463,274684,2022-05-22
19465,271557,2022-05-22
19470,261212,2022-05-22
19474,267824,2022-05-22
19476,274721,2022-05-22
19478,274729,2022-05-22
19479,270599,2022-05-22
19480,270744,2022-05-22
19482,270188,2022-05-22
19483,274501,2022-05-22
19484,274766,2022-05-23
19485,274779,2022-05-23
19486,274780,2022-05-23
19488,274798,2022-05-23
19489,274564,2022-05-23
19490,274802,2022-05-23
19495,274630,2022-05-23
19496,274814,2022-05-23
19497,274825,2022-05-23
19498,271605,2022-05-23
19499,274838,2022-05-23
19500,274847,2022-05-23
19503,274189,2022-05-24
19504,267498,2022-05-24
19512,274908,2022-05-24
19513,274781,2022-05-24
19514,274940,2022-05-24
19515,274951,2022-05-24
19520,274879,2022-05-25
19521,260929,2022-05-25
19522,274980,2022-05-25
19523,274985,2022-05-25
19525,274990,2022-05-25
19526,274904,2022-05-25
19535,274996,2022-05-25
19537,271185,2022-05-25
19538,275020,2022-05-25
19539,274958,2022-05-25
19541,268129,2022-05-25
19542,272058,2022-05-25
19543,275049,2022-05-25
19544,275021,2022-05-25
19545,275050,2022-05-25
19546,267195,2022-05-25
19547,274130,2022-05-25
19548,275056,2022-05-25
19549,264291,2022-05-26
19552,274880,2022-05-26
19553,275069,2022-05-26
19556,275081,2022-05-26
19558,258163,2022-05-26
19559,261491,2022-05-26
19565,266811,2022-05-26
19566,275098,2022-05-26
19567,269959,2022-05-26
19568,270188,2022-05-26
19569,275113,2022-05-26
19570,265130,2022-05-26
19571,275112,2022-05-26
19572,272027,2022-05-26
19573,271664,2022-05-26
19574,275126,2022-05-26
19575,271950,2022-05-26
19576,275129,2022-05-26
19577,262821,2022-05-26
19578,274836,2022-05-26
19581,264502,2022-05-26
19583,275154,2022-05-27
19586,266395,2022-05-27
19587,274999,2022-05-27
19596,275103,2022-05-27
19602,262270,2022-05-27
19604,257095,2022-05-27
19608,265250,2022-05-27
19609,265110,2022-05-27
19612,275246,2022-05-28
19613,272199,2022-05-28
19614,271140,2022-05-28
19615,274681,2022-05-28
19616,258338,2022-05-28
19622,261466,2022-05-28
19636,258337,2022-05-28
19638,261693,2022-05-28
19643,270393,2022-05-28
19644,275273,2022-05-28
19645,275275,2022-05-28
19646,275277,2022-05-28
19647,275092,2022-05-28
19648,275276,2022-05-28
19649,272255,2022-05-28
19650,263309,2022-05-28
19651,275292,2022-05-28
19652,275295,2022-05-28
19653,275282,2022-05-28
19654,274929,2022-05-29
19655,275293,2022-05-29
19663,275033,2022-05-29
19665,274645,2022-05-29
19666,275334,2022-05-29
19667,259860,2022-05-29
19668,275008,2022-05-29
19669,273599,2022-05-29
19670,275343,2022-05-29
19671,275346,2022-05-29
19672,275141,2022-05-29
19673,275347,2022-05-29
19676,275290,2022-05-29
19678,270928,2022-05-29
19679,267488,2022-05-29
19681,275286,2022-05-29
19682,275371,2022-05-29
19683,275373,2022-05-29
19685,275375,2022-05-29
19686,263456,2022-05-29
19690,267235,2022-05-30
19691,273936,2022-05-30
19692,275389,2022-05-30
19693,271125,2022-05-30
19694,274861,2022-05-30
19696,275402,2022-05-30
19711,270509,2022-05-30
19712,275412,2022-05-30
19714,274087,2022-05-30
19715,270183,2022-05-30
19717,259884,2022-05-30
19718,271352,2022-05-30
19719,275438,2022-05-30
19720,275442,2022-05-30
19721,275444,2022-05-30
19722,274882,2022-05-30
19724,273992,2022-05-30
19725,275449,2022-05-30
19726,265906,2022-05-30
19727,274906,2022-05-30
19729,274278,2022-05-30
19730,274901,2022-05-30
19731,275468,2022-05-30
19733,275479,2022-05-30
19735,275486,2022-05-31
19737,271856,2022-05-31
19738,258956,2022-05-31
19739,275490,2022-05-31
19740,275163,2022-05-31
19741,274663,2022-05-31
19743,275498,2022-05-31
19744,275503,2022-05-31
19745,274050,2022-05-31
19746,275408,2022-05-31
19762,275510,2022-05-31
19763,275513,2022-05-31
19765,269937,2022-05-31
19767,275529,2022-05-31
19770,275470,2022-05-31
19771,275532,2022-05-31
19772,275533,2022-05-31
19773,271082,2022-05-31
19775,275100,2022-05-31
19777,275548,2022-05-31
19778,272586,2022-05-31
19779,275422,2022-05-31
19781,275554,2022-05-31
19782,275552,2022-05-31
19783,272965,2022-05-31
19784,275132,2022-05-31
19786,270009,2022-05-31
19788,275158,2022-05-31
19789,275566,2022-05-31
19790,275565,2022-05-31
19792,275413,2022-05-31
19795,271098,2022-05-31
19797,274611,2022-05-31
19798,275039,2022-05-31
19799,275573,2022-05-31
19800,275574,2022-05-31
19801,275362,2022-05-31
19802,275038,2022-05-31
19803,274475,2022-05-31
19804,268178,2022-05-31
19805,275582,2022-05-31
19807,275148,2022-05-31
19808,272261,2022-05-31
19809,275583,2022-05-31
19811,275572,2022-05-31
19812,271114,2022-05-31
19813,275590,2022-05-31
19814,275591,2022-05-31
19816,275592,2022-06-01
19817,275571,2022-06-01
19818,275440,2022-06-01
19819,275593,2022-06-01
19821,275598,2022-06-01
19825,275589,2022-06-01
19826,271925,2022-06-01
19827,261004,2022-06-01
19828,275612,2022-06-01
19829,275629,2022-06-01
19830,275624,2022-06-01
19831,275637,2022-06-01
19833,275644,2022-06-01
19834,275457,2022-06-01
19836,274746,2022-06-01
19837,275659,2022-06-01
19838,275518,2022-06-01
19839,275660,2022-06-01
19840,272570,2022-06-01
19841,275495,2022-06-01
19842,275664,2022-06-01
19843,275534,2022-06-01
19845,275516,2022-06-01
19847,275677,2022-06-01
19848,275253,2022-06-01
19849,275682,2022-06-01
19850,267090,2022-06-01
19851,275684,2022-06-01
19852,275689,2022-06-01
19853,267878,2022-06-01
19855,273671,2022-06-01
19857,264954,2022-06-01
19858,275694,2022-06-01
19859,274994,2022-06-01
19862,271054,2022-06-01
19878,272157,2022-06-01
19880,275741,2022-06-01
19882,275757,2022-06-01
19883,275575,2022-06-01
19884,265519,2022-06-01
19901,276112,2022-06-02
19902,275788,2022-06-02
19903,276130,2022-06-02
19904,275992,2022-06-02
19905,275567,2022-06-02
19906,275215,2022-06-02
19907,276238,2022-06-03
19910,276261,2022-06-03
19912,262421,2022-06-03
19928,272696,2022-06-03
19930,270725,2022-06-03
19931,276395,2022-06-03
19932,276414,2022-06-03
19933,276420,2022-06-03
19934,276232,2022-06-03
19935,272717,2022-06-03
19936,275799,2022-06-03
19937,265176,2022-06-04
19938,276479,2022-06-04
19939,276480,2022-06-04
19945,262677,2022-06-04
19952,259258,2022-06-04
19955,269570,2022-06-04
19957,276510,2022-06-04
19958,276439,2022-06-04
19959,276490,2022-06-04
19960,276553,2022-06-04
19961,276455,2022-06-04
19962,270633,2022-06-04
19963,276562,2022-06-04
19964,276383,2022-06-05
19969,255864,2022-06-05
19971,272912,2022-06-05
19972,269744,2022-06-05
19973,265966,2022-06-05
19975,276666,2022-06-05
19976,276671,2022-06-05
19978,265878,2022-06-05
19979,269771,2022-06-06
19980,266001,2022-06-06
19982,276708,2022-06-06
19986,262596,2022-06-06
19988,276135,2022-06-06
19989,276783,2022-06-06
19990,276784,2022-06-06
19991,273017,2022-06-06
19993,276829,2022-06-06
19995,276265,2022-06-06
19997,269646,2022-06-07
19998,269894,2022-06-07
19999,273034,2022-06-07
20001,276848,2022-06-07
20002,272979,2022-06-07
20003,269908,2022-06-07
20004,276852,2022-06-07
20005,276857,2022-06-07
20009,269981,2022-06-07
20013,276932,2022-06-07
20014,269653,2022-06-07
20015,274460,2022-06-07
20016,276130,2022-06-07
20017,270000,2022-06-07
20018,263693,2022-06-07
20019,275463,2022-06-08
20020,272865,2022-06-08
20021,259702,2022-06-08
20022,256193,2022-06-08
20029,276998,2022-06-08
20030,266402,2022-06-08
20031,276990,2022-06-08
20032,277078,2022-06-08
20033,266325,2022-06-08
20034,277095,2022-06-08
20035,277099,2022-06-08
20036,269976,2022-06-08
20037,272842,2022-06-08
20040,274948,2022-06-08
20043,277135,2022-06-09
20044,276104,2022-06-09
20045,263076,2022-06-09
20046,270175,2022-06-09
20047,277063,2022-06-09
20048,272596,2022-06-09
20055,256393,2022-06-09
20059,277182,2022-06-09
20060,277105,2022-06-09
20062,270042,2022-06-09
20063,277236,2022-06-09
20064,277238,2022-06-09
20065,277109,2022-06-09
20066,266455,2022-06-09
20069,259019,2022-06-10
20070,277271,2022-06-10
20074,259965,2022-06-10
20079,255765,2022-06-10
20081,277066,2022-06-10
20082,276938,2022-06-10
20083,277328,2022-06-10
20084,261883,2022-06-10
20086,266462,2022-06-10
20088,276598,2022-06-11
20093,257630,2022-06-11
20094,266788,2022-06-11
20095,273423,2022-06-11
